קוד חשבון,שם,עיר או שכונה,רחוב,טלפון בעבודה,סיווג לקוח,תאריך יצירה
5121308,"פלואנס ווטר ישראל בע""מ",כרמיאל,גן התעשיה גלרם  תד 259,04-9883311,"יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",29/11/2018
5121309,נבון קור,נווה ירק,תד 139,09-7495383,,29/11/2018
5121312,"נופים אביזרי צנרת בע""מ",חדרה,אברנם עמרם 11 ,04-6332277,סוחר,29/11/2018
5121402,"סולבר מוצרי חלבון בע""מ",אשדוד,ההדרים 2 תד 2230,08-8632111,,29/11/2018
5121403,ספקי קרור חיפה (1976),חיפה,חטיבת גולני 66 חיפה,04-8643336,,29/11/2018
5121405,"סומט סביבה ומים טכנולוגיות מתקדמות בע""מ",קרית אתא,השקדים 12/1 תד 59,04-8442759,,29/11/2018
5121412,"סטארפלסט תע' בע""מ",אלון תבור,"עפולה א""ת אלון תבור",04-6529777,,29/11/2018
5121418,אס. אנד איי.תכנון והקמה ב,הרצליה,הסדנאות 4,09-9716111,,29/11/2018
5121500,"שטראוס עלית ממתקים בע""מ",נוף הגליל,גלבוע 5 תד 612,04-6508288,"תעשית המזון, הפארמה והקוסמטיקה",29/11/2018
5121501,עין דור מערכות סטריליות ב,נווה ימין,הברוש 50 תד 1165,09-7672253,,29/11/2018
5121602,"פריימן שווק קרור בע""מ",חיפה,יקותיאל בהרב 7,04-8422923,סוחר,29/11/2018
5121603,פי.וי.פלסט-  לא לשימוש,כרמיאל,תד 285,04-9988877,,29/11/2018
5121607,"פלבם 2008 אגש""ח בע""מ",עין חרוד איחוד,עין חרוד איחוד,04-6530700,יצרן ציוד ומיכון,29/11/2018
5121614,פיליפ ג'ורג' ובניו בע,נהריה,"א""ת תפן בנין יד רם תד 18",04-9873888,,29/11/2018
5121615,"פריניר(הדס 1967)בע""מ",צומת גולני,"א""ת צומת גולני",04-6733260,,29/11/2018
5121620,"פניציה מפעלי זכוכית בע""מ",ירוחם,א.ת ירוחם תד 200,08-6590251,,29/11/2018
5121623,פז שמנים וכימיקלים בע,חיפה,גזאל 8 תד 55,04-8352911,תעשיה כימית,29/11/2018
5121627,פולג תעשיות פלסטיק (1998),גבים,ד.נ חוף אשקלון ק. גבים,08-6802234,תעשיה כימית,29/11/2018
5121704,צדוק שרות מדחסי אויר,ירושלים,שלחיות המאה - כנפי נשרים,050-5231643,שירותים,29/11/2018
5121801,"קומבה בע""מ",חדרה,רח' קומבה 2,04-6120000,שירותים,29/11/2018
5121802,מנורה קו מהנדסים מיזוג או,כפר נטר,בנין גרבד תד 3801,09-8652685,,29/11/2018
5121803,"קרניל בע""מ חברה לעבודות ה",נשר,המסילה 17 תד 170,04-8214008,"יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",29/11/2018
5121806,"קמהדע בע""מ",בית קמה,קיבוץ בית קמה,08-9913167,"תעשית המזון, הפארמה והקוסמטיקה",29/11/2018
5121808,"קינטיקס בע""מ",לוד,תד 50,03-9720200,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",29/11/2018
5121810,"ק.ל. טקס ובניו בע""מ",יבנה,חידקל 9,08-9436801,,29/11/2018
5121811,"קלימטיק הנדסת בע""מ",,גבעתיים ת.ד 672,03-5733265,,29/11/2018
5121819,קירור ברעם,ברעם,קיבוץ,052-8313818,,29/11/2018
5121820,פיברו בריאות בעלי חיים בע,באר שבע,רמת חובב תד 2413,08-6509205,"תעשית המזון, הפארמה והקוסמטיקה",29/11/2018
5121822,"דלקיה אנרגיה וש בע""מ",ירושלים,מרכז ספיר בנין 7,02-6524142,,29/11/2018
5121904,ראול וייסמן מיזוג אויר,חיפה,בר יהודה 1 חיפה,04-8677208,,29/11/2018
5122002,"שחל אנרגיה וצנרת בע""מ",ק.ביאליק,תד 1161,04-8778899,"יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",29/11/2018
5122003,שניידר הנדסת חשמל בעמ,עפולה,תד 1023,04-6594996,,29/11/2018
5122004,"שלבי תעשיות בע""מ",גבעתיים,תפוצות ישראל 6,03-7326169,,29/11/2018
5122006,שגיא מערכות אוורור,ראשון לציון,"לזרוב 5את  ראשל""צ",03-9617106,,29/11/2018
5122007,"ש.ש. מיסף שווק בע""מ",בת ים,התחיה 14 בת-ים,03-5084639,,29/11/2018
5122010,"גלידת שטראוס בע""מ",עכו,החרושת 1 תד 2288,04-9957762,,29/11/2018
5122015,"ש.ת.ל בע""מ",חולון,תד 1779,03-5561369,,29/11/2018
5122017,"שחר קירור 1985 בע""מ",קרית ביאליק,"החרושת 19/1 א""ת תד 1464",04-8764498,,29/11/2018
5122018,שיווק שי,כפר סבא,התעש 26 ביתן 22 א.ת כפס,09-7657079,,29/11/2018
5122103,"תוסף קומפאונדס בע""מ",כפר יונה,תד 52,04-6420419,תעשיה כימית,29/11/2018
5122105,יוניליוור בסטפודס,חיפה,ד. דשנים ק.אתא מ. חיפה,04-8461111,,29/11/2018
5122108,תמי אימי מכון למחקר ופתוח,חיפה,תד 10140,04-8469463,שירותים,29/11/2018
5122112,תעש מפעל סלבין 39,רמת השרון,"ת""ד 1044 רמה""ש תד 1044",03-5486337,,29/11/2018
5122120,"תנובה מרכז שיתופי בע""",רמת השרון,תד 7007,03-5635510,,29/11/2018
5122126,"נשר איכות סביבה בע""מ",תל אביב יפו,תד 29835,03-6211576,,29/11/2018
5122131,טבע ירושלים-לא לשמוש,ירושלים,רפא הר חוצבים י,02-5892896,,29/11/2018
5122132,אקלים 2000 **לא לשימוש***,פתח תקוה,היצירה 23 ק. אריה תד 3120,03-9392444,,29/11/2018
5122134,קוטלב חניתה -לא לשימוש,חניתה,קיבוץ חניתה,04-9859919,,29/11/2018
5122137,אמגט פלסטיק,אשדוד,את עד הלום,08-8650101,,29/11/2018
5122141,אינטרנשיונל פלייבורז אנד,גבעת עוז,קיבוץ גבעת-עוז,04-6524900,,29/11/2018
5122142,"מדיליין בע""מ",יקנעם עילית,"המדע 6 א""ת חדש תד 531",04-9590131,,29/11/2018
5122145,"יונייטד מיכשור בע""מ",תל אביב יפו,"שד' המעפילים 27 ת""א",03-6395330,,29/11/2018
5122148,ג'י.זי.די. - ספקי קרור ומ,נשר,התעשיה 17,04-8211701,,29/11/2018
5122149,חשמליה-קיבוץ חצרים,חצרים,"קיבוץ חצרים ד""נ נגב",08-6473309,,29/11/2018
5122158,"מצפא אשדוד  2014 בע""מ",אשדוד,תד 12140,08-8525572,עיבוד מתכת ,29/11/2018
5122164,קיבוץ בית אלפא,בית אלפא,ד.נ. גלבוע,04-6533000,,29/11/2018
5122165,"ופורג'ט בע""מ",אופקים,בצלאל 7 תד 571,08-9960880,תעשיית הטקסטיל,29/11/2018
5122167,רהיטי עין חרוד מאוחד,עין חרוד מאוחד,ק. עין חרוד מאוחד,04-6485395,,29/11/2018
5122168,נשר איכות-לא פעיל,תל אביב יפו,ת.ד.29835,,,29/11/2018
5122170,ארד סופר חשמל,חיפה,קבוץ גלויות 91 חיפה,04-8699363,,29/11/2018
5122172,ג'נרל בי,חיפה,מכון שקמונה חיפה,,,29/11/2018
5122174,"קיוסרה איי וי אקס רכיבים (ירושלים) בע""מ",ירושלים,המרפא 3 הר חוצבים,02-5720111,,29/11/2018
5122183,"טופ איי.ויז'ן בע""מ",חולון,התחיה 25 חולון,03-9335469,,29/11/2018
5122184,"ערד תעשיות טקסטיל בע""מ -פ",ערד,"א""ת 37 ערד תד 1133",08-9550550,,29/11/2018
5122187,מועצה מקומית רמת-חובב,באר שבע,תד 360,08-6571684,,29/11/2018
5122191,דני גבעון,חיפה,חטיבת כרמלי 18 חיפה,04-8322448,,29/11/2018
5122202,מוזיאון ראשון לציון,,"אחד העם 2 ראשל""צ",03-9641621,,29/11/2018
5122203,שמר מהנדסים,ירושלים,תד 52242,02-6737112,,29/11/2018
5122204,"רקח בע""מ",חולון,המלאכה 30,03-5581233,,29/11/2018
5122208,"ניר-לט בע""מ",ניר עוז,קיבוץ ניר-עוז ד.נ הנגב,08-9986351,,29/11/2018
5122209,"סייפן בע""מ",סעד,קבוץ סעד ד.נ. הנגב,08-6800424,,29/11/2018
5122216,גליל חברה לקרור,קרית שמונה,את דרומי קרית שמונה,04-6944071,,29/11/2018
5122220,"מגנזיום ים המלח בע""מ",באר שבע,קרייצר 1 באר שבע,08-6465257,תעשיה כימית,29/11/2018
5122222,מעלה הכרמל מרכז רפואי לבריאות הנפש,טירת כרמל,האלה 17,04-8559200,שירותים,29/11/2018
5122224,הזרע ג'נטיקס,,ברורים ד.נ. שקמים,08-8508850,,29/11/2018
5122226,מטרון - לא פעיל,קרית גת,האשלגן 1,09-7944000,,29/11/2018
5122227,אלקטרה אפ.אם אחזקת מבנים,פתח תקוה , אפעל 25  בניין אמות פלטינום קומה 5 ,03-7535000,,29/11/2018
5122234,גל אויר שרותים וסוכנים בע,פתח תקוה,אפעל 10 קרית-אריה,03-9215391,,29/11/2018
5122237,"אומריקס ביופרמציוטיקה בע""",רמת גן,תל השומר  תד 888,073-2588634,"תעשית המזון, הפארמה והקוסמטיקה",29/11/2018
5122239,"פרסיס טכנולוגיה בע""מ",לוד,אבא הלל סילבר 12,08-9125100,,29/11/2018
5122243,קומטור (אייבי פרוייקטים ב,קרית גת,,08-6881458,,29/11/2018
5122246,אדמה אפיון ושיקום אתרים ב,ירושלים,"הפלמ""ח 30  תד 4232",02-5663649,,29/11/2018
5122248,ללא שם,,,,,29/11/2018
5122249,"סקלאר בע""מ",געש,תד 302,,,29/11/2018
5122250,"א.ד הנדסת חדרים נקיים בע""",כרמיאל,היוצרים 24  ת.ד 1157 ,04-8332298,יצרן ציוד ומיכון,29/11/2018
5122259,א.ב.פ הנדסה כימיה ואוורור,ראש העין,"יצחק שמיר 3 ,א.ת ברקן ",03-9033777,יצרן ציוד ומיכון,29/11/2018
5122260,בר לב שרות למוסך,רמות מנשה,קבוץ רמות מנשה,04-9892710,,29/11/2018
5122261,"פרוטרום בע""מ",חיפה,השיש 25 תד 10067,04-8462462,"תעשית המזון, הפארמה והקוסמטיקה",29/11/2018
5122263,"רמות  ליד אוניברסיטת ת""א בע""מ",תל אביב יפו,רמת אביב תד 39296,03-6403400,,29/11/2018
5122264,עיריית באר שבע(מוזיאון הנ,באר שבע,"ככר מנחם בגין 1 ב""ש",08-6463904,,29/11/2018
5122268,ד.ר מערכות,מגשימים,דוד נבון 26 מגשימים,03-9336002,,29/11/2018
5122269,תרימה,מעברות,דואר מעברות,09-8984177,"תעשית המזון, הפארמה והקוסמטיקה",29/11/2018
5122271,א. שחר הנדסת מיזוג אויר ב,באר שבע,תד 2125,08-6283833,,29/11/2018
5122283,"מודקון מערכות בע""מ",עכו,משה ברונשטיין 1 תד 2202,04-9553955,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",29/11/2018
5122284,"אי.טי.סי. סרביסס בע""מ",,"הסדנא 28 א""ת חולון",03-5569992,,29/11/2018
5126061,"אקלים ליין בע""מ",צופית,הקשת 3 מושב צופית,09-7461005,,29/11/2018
5126064,ארטק מוצרי טקסטיל בעמ,פתח תקוה,עמל 27 קרית אריה תד 4203,03-9772363,,29/11/2018
5130277,המברשת רוחמה,רוחמה,קבוץ,706807177,,29/11/2018
513774331,קומפאס אלקטרו-אופטיקל מע',נתניה,גיבורי ישראל 7,073-7374250,,29/11/2018
5140953,גרין איט,חניאל,האורן 72,,סוחר,29/11/2018
51638478,תעשיות סלעית מ.מ. - סחר ו,סלעית,ד.נ שרון תיכון,09-7493630,,29/11/2018
52,ליאור בורכוב,אבן יהודה,הורדים 5,050-7851030,,29/11/2018
53,יוסי לביא,חיפה,אביגיל 9א' תד 7503,050-7851043,,29/11/2018
5325215,אס פתרונות מיכון,בת ים,העבודה 37,03-5511444,,29/11/2018
5325997,לקוח לבדיקת הקמה רוטל,,אאא,03-7654321,,29/11/2018
5325998,לקוח חדש לבדיקת סוכן,,הרצל 17,21212,,29/11/2018
5325999,לקוח לתרגול ובדיקה 3א,נתניה,נחלים,03-1111111,,29/11/2018
541244,"החוליה המקשרת בע""מ",,מפעל גרנות ד.נ. גרנות,04-6378837,,29/11/2018
541250,עידן שירותי הנדסה,לוד,שפירא חיים משה 1,,,29/11/2018
550277891,מיטב (ג.ש)  תעשיות מזון שותפות מוגבלת,,ההדרים 50,08-9970063,,12/03/2019
56,דוד רוזנסטוק,כפר סבא,הגליל 45/28,050-7851042,,29/11/2018
57,אפרת שריקי,,,050-7851049,,29/11/2018
58,נרי רביד,נתניה,רבי עקיבא 41,050-7851041,,29/11/2018
58030447,"יפאורה תבורי בע""מ",רחובות,דרך גד פינשטיין  תד 2340,08-9344644,"תעשית המזון, הפארמה והקוסמטיקה",29/11/2018
59,טוביה ניר,,,050-7851029,,29/11/2018
6,לקוח נסיון רוטל,,ברירת מחדל ימי אשראי וצ ת,,,29/11/2018
600076,FedEx - Adhesives,,,1-700-700-3,,29/11/2018
600103,OBT GLOBAL LIMITED,,"Room 1808, 18 Floor, Times plaza, No 1 Taizi Rd, Shekou, Shenzhen, PRC",,,03/09/2019
6023017011,NEWARK - Dealer,,,1-800-463-9,,29/11/2018
6050837,יניב מדחסים לא לשימוש,גינות שומרון,הברוש 20,052-3560198,,29/11/2018
61,יעקב טל,,,050-7851051,,29/11/2018
6124047,"אילון תאורה ומערכות בע""מ",הוד השרון,הנגר 9 א. תעשיה,09-7444222,,29/11/2018
6124514,"מגהבלט בע""מ",קיסריה,תד 3023,04-6371485,,29/11/2018
62,מאיר טל,,,,,29/11/2018
63,ניר  שמחי,,,050-7851068,,29/11/2018
64,לירן מסטל,,,,,14/02/2019
65,אריה מורג,,,050-7851077,,29/11/2018
66,ורד משה,,,050-7851063,,29/11/2018
6708445,ללא שם,,,,,29/11/2018
68,גרשון טייב,,,050-7851155,,29/11/2018
69,איתן תורתי,,,050-7851038,,29/11/2018
70,דן,,,050-7851062,,29/11/2018
7000000,*****לא לשימוש*****,,,,,29/11/2018
71,גיא פאר,קרית אתא,הבעל שם טוב 35/5,,,29/11/2018
72,ליאור חתואל,באר שבע,חיים גרינפלד 17/7 רמות,050-5809431,,29/11/2018
73,דוריס ראובן,,,050-7851021,,29/11/2018
74,זוהר אסא,,,,,29/11/2018
745,"מוסכי אבני בע""מ",,,,,04/12/2018
75,דרור אילת,,,050-7851008,,29/11/2018
76,שלי,,,,,29/11/2018
77,רחלי אלקובי,,,,,29/11/2018
78,ענת הרשקו,,,,,29/11/2018
79,צח גרשון,,,,,29/11/2018
80,זיו פחימפור,,,0507851045,,29/11/2018
81,אפרת ברקוביץ,,,,,29/11/2018
82,יוסי ברוך,,,,,29/11/2018
83,צחי שיינר,,,,,29/11/2018
84,אינה קורן,,,0507851101,,29/11/2018
85,מורן יהודאי,,,054-4201271,,29/11/2018
86,ג'ניפר חכם,,,050-7851103,,29/11/2018
87,ארנון טל,,,050-6881166,,29/11/2018
888,לקוח בדיקת חסימה,,,,,29/11/2018
89,תמי טל,,,,,02/07/2019
911009,DESIGNER RUGS PTY LTD,,AUSTRALIA,,,29/11/2018
911012,אינוריב- INNOREV,,סינגפור,,,29/11/2018
911014,צ'רטרד אלק'-אופטיק'בע,,24 Ang Mo KioSingapore,6504811801,,29/11/2018
911015,ELECTRA HK TECHNOLOGI,,HONG KONG,,,29/11/2018
911016,TechnoMarkt Groep,,HASTELWEG 226 HOLLAND,,,29/11/2018
9874561,לקוח לתרגול 15,כפר סבא,עתיר ידע 21  תד 32654,053-4545457,,29/11/2018
9998,לקוח חדש לבדיקת סוכן,,הרצל 17,21212,,29/11/2018
R5051517,בדיק,,,,,14/01/2021
R5051519,ניסיון ריט 1,,,,,14/01/2021
RIT_0000502300,לכמן,,,,,07/01/2021
RIT_0001000000,לקוחות שונים,,,,,07/01/2021
RIT_0001000001,CUSTUMER EXPORT,,,,,07/01/2021
RIT_0001000002,"לייף אסיסטנט בע""מ",,,,,07/01/2021
RIT_0001000003,"פילטר סייפ בע""מ",,,,,07/01/2021
RIT_0001000004,הלפרין אירית,,,,,15/08/2021
RIT_0010000004,"נוירודרם בע""מ",,,,,07/01/2021
RIT_0010000005,ניר גלים,,,,,07/01/2021
RIT_0010000006,"אלקטרה בע""מ",,,,,07/01/2021
RIT_0010000007,שמוליק פרחים גינון ואחזקה,,,050-4229611,,07/01/2021
RIT_0010000008,"סילריה בע""מ",,,052-3868050,,07/01/2021
RIT_0010000009,"בקרה גבע אגש""ח בע""מ",,,,,07/01/2021
RIT_0010000010,Tecnicas y Controles Indu,,,:+57 300212,,07/01/2021
RIT_0010000011,"דיגיטרון בע""מ",,,,,03/02/2021
RITֹֹ_001000012,בקרה גבע - מקדמות,,,,,26/04/2021
RIT_0023233333,לקוח נסיון,,,,,07/01/2021
RIT_0100000009,ALONOR,,,054-450-670,,07/01/2021
RIT_0100000010,עמיעד,,,526124914,,07/01/2021
RIT_0100000011,ימית סינון וטיפול במים בע,,,525017506,,07/01/2021
RIT_0100000012,מעיין ווטרטק,,,,,07/01/2021
RIT_0100000013,SMARTAP,,,0544-571972,,07/01/2021
RIT_0100000014,מושב גן חיים,,,,,07/01/2021
RIT_0100000015,SICO,,,,,07/01/2021
