קוד פריט,מספר מסמך,פרופיל,תאריך אסמכתא,קוד לקוח,שם לקוח,מיקוד,שם לקוח,סיווג לקוח,אסמכתא חיצונית,תאור פריט,מאפיין פריט,הפרדת מוצרים,מקט לקוח,כמות,מחיר נטו לשורה,קוד מטבע,מחיר מחירון שיקלי,%הנחה שורה,%הנחה כללי,הנחה בשורה,"סה""כ לשורה בש""ח",תאריך אספקה,שם חברה,סוכן,docStatus,קוד קבוצת פריט,תאור קבוצת פריט,מסד
GLG-6814-20100300-5L,FIN.11/016598,חשבונית מס כולל מלאי,11/07/2018,5041810,"כרמור טכנולוגיות בע""מ",,"כרמור טכנולוגיות בע""מ","יצרן ציוד מדויק,אלקטרוניקה,רפואי",10134,נוזל לניקוי,Multi purpose,,,3,120,ILS,233,0,0,0,360,10/07/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,527
GLG-6814-23010300-25L,FIN.11/018135,חשבונית מס כולל מלאי,28/08/2018,5030288,"פלקסטרוניקס בע""מ",,"פלקסטרוניקס בע""מ","יצרן ציוד מדויק,אלקטרוניקה,רפואי",290713,נוזל לניקוי,Multi purpose,,WG-AR0003,15,440,ILS,1103,0,0,0,6600,27/08/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,552
GLG-6814-23010300-25L,FIN.11/018130,חשבונית מס כולל מלאי,28/08/2018,5041898,"אל-גו תים בע""מ",,"אל-גו תים בע""מ","יצרן ציוד מדויק,אלקטרוניקה,רפואי",873,נוזל לניקוי,Multi purpose,,,1,430,ILS,1103,0,0,0,430,28/08/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,551
GLG-6814-20100300-5L,FIN.11/018987,חשבונית מס כולל מלאי,07/10/2018,5041972,"ווסקולר ביוג'ניקס בע""מ V.",,"ווסקולר ביוג'ניקס בע""מ V.","יצרן ציוד מדויק,אלקטרוניקה,רפואי",PO18000877,נוזל לניקוי,Multi purpose,,,3,100,ILS,233,0,0,0,300,04/10/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,529
GLG-6814-23010300-25L,10DVK52.1800321,חשבונית מס כולל מלאי,18/12/2018,5041898,"אל-גו תים בע""מ",,"אל-גו תים בע""מ","יצרן ציוד מדויק,אלקטרוניקה,רפואי",1067,נוזל לניקוי,Multi purpose,חומרי ניקוי ,,1,430,ILS,1103,61.0154,0,673,430,17/12/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,556
GLG-6814-23010300-25L,FIN.11/011457,חשבונית מס כולל מלאי,01/02/2018,5031104,דינמיקס כלים ופרויקטים בע,,דינמיקס כלים ופרויקטים בע,סוחר,28/01/2018,נוזל לניקוי,Multi purpose,,,1,340,ILS,1103,0,0,0,340,28/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,533
GLG-6814-20100300-5L,FIN.11/020700,חשבונית מס כולל מלאי,26/11/2018,5042086,"ריפלז בע""מ",,"ריפלז בע""מ",סוחר,PO18000260,נוזל לניקוי,Multi purpose,,,4,110,ILS,233,0,0,0,440,22/11/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,531
GLG-6814-20100300-5L,FIN.11/012937,חשבונית מס כולל מלאי,18/03/2018,5023295,"ל.מ.לב מבלטים בע""מ",,"ל.מ.לב מבלטים בע""מ",עיבוד מתכת ,PO18000077,נוזל לניקוי,Multi purpose,,,1,150,ILS,233,0,0,0,150,15/03/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,524
GLG-6814-23010300-25L,FIN.11/015093,חשבונית מס כולל מלאי,28/05/2018,5023295,"ל.מ.לב מבלטים בע""מ",,"ל.מ.לב מבלטים בע""מ",עיבוד מתכת ,PO18000125,נוזל לניקוי,Multi purpose,,,1,440,ILS,1103,0,0,0,440,23/05/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,542
GLG-6814-20100300-5L,FIN.11/010715,חשבונית מס כולל מלאי,07/01/2018,1000000,פנצ'ריה א.ר.ש,,לקוחות שונים,שונות,050-9900463,נוזל לניקוי,Multi purpose,,,1,140,ILS,233,0,0,0,140,04/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,522
GLG-6814-23010300-25L,FIN.11/012391,חשבונית מס כולל מלאי,28/02/2018,1000000,סי.סי.איקס טכנולוגיות,,לקוחות שונים,שונות,28.02.18.,נוזל לניקוי,Multi purpose,,,1,440,ILS,1103,0,0,0,440,28/02/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,535
GLG-6814-23010300-25L,FIN.11/013626,חשבונית מס כולל מלאי,10/04/2018,1000000,ועד בית 59739441,0,לקוחות שונים,שונות,10.04.18,נוזל לניקוי,Multi purpose,,,1,380,ILS,1103,0,0,0,380,10/04/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,540
GLG-6814-20100300-5L,FIN.11/015171,חשבונית מס כולל מלאי,29/05/2018,1000000,יעקב קנטי,0,לקוחות שונים,שונות,29.05.18.,נוזל לניקוי,Multi purpose,,,1,180,ILS,233,0,0,0,180,29/05/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,525
GLG-6814-20100300-5L,FIN.11/018863,חשבונית מס כולל מלאי,02/10/2018,1000000,רן יוגב,0,לקוחות שונים,שונות,02.10.18.,נוזל לניקוי,Multi purpose,,,1,140,ILS,233,0,0,0,140,02/10/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,528
GLG-6814-20100300-5L,FIN.11/019056,חשבונית מס כולל מלאי,08/10/2018,1000000,מרכז חינוכי זית,,לקוחות שונים,שונות,08.10.18,נוזל לניקוי,Multi purpose,,,1,150,ILS,233,0,0,0,150,08/10/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,530
GLG-6814-20100300-5L,FIN.11/011456,חשבונית מס כולל מלאי,01/02/2018,5041752,ווילד  פאט,42842,ווילד  פט,שירותים,28/01/2018,נוזל לניקוי,Multi purpose,,,2,70,ILS,233,0,0,0,140,28/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,523
GLG-6814-23010300-25L,FIN.11/012279,חשבונית מס כולל מלאי,26/02/2018,1000000,"ליפוג'ן מוצרים 9000 בע""מ",,לקוחות שונים,שירותים,26.2.18,נוזל לניקוי,Multi purpose,,,1,360,ILS,1103,0,0,0,360,26/02/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,534
GLG-6814-23010300-25L,FIN.11/013225,חשבונית מס כולל מלאי,25/03/2018,5041789,"המדייק חולון בע""מ",,"המדייק חולון בע""מ",שירותים,21/03/2018,נוזל לניקוי,Multi purpose,,,2,450,ILS,1103,0,0,0,900,21/03/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,538
GLG-6814-23010300-25L,FIN.11/019908,חשבונית מס כולל מלאי,01/11/2018,5041954,גלבוע שרותי שדה,,גלבוע שרותי שדה,שירותים,31.10.18,נוזל לניקוי,Multi purpose,,,1,400,ILS,1103,0,0,0,400,31/10/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,554
GLG-6814-23010300-25L,FIN.11/020545,חשבונית מס כולל מלאי,21/11/2018,5120124,בית חולים סורוקה,,בית חולים סורוקה,שירותים,53565085,נוזל לניקוי,Multi purpose,,1000018676,2,425,ILS,1103,0,0,0,850,15/11/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,555
GLG-6814-23010300-25L,FIN.11/011453,חשבונית מס כולל מלאי,01/02/2018,5025636,"אייר פרודקטס ישראל בע""מ",,"אייר פרודקטס ישראל בע""מ",תעשיה כימית,4504329438,נוזל לניקוי,Multi purpose,,,1,350,ILS,1103,0,0,0,350,25/01/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,532
GLG-6814-10000300-200L,FIN.11/016264,חשבונית מס כולל מלאי,01/07/2018,5040089,"תשלובת קירשנבאום בע""מ",,"תשלובת קירשנבאום בע""מ",תעשיית הטקסטיל,27/06/2018,נוזל לניקוי,Multi purpose,,,1,2400,ILS,8330,0,0,0,2400,27/06/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,520
GLG-6814-20100300-5L,FIN.11/015613,חשבונית מס כולל מלאי,11/06/2018,5041975,"כסופין תעשיות נייר בע""מ",,"כסופין תעשיות נייר בע""מ",תעשיית הנייר וההדפסה,10/06/2018,נוזל לניקוי,Multi purpose,,,1,90,ILS,233,0,0,0,90,10/06/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,526
GLG-6814-23010300-25L,FIN.11/012396,חשבונית מס כולל מלאי,01/03/2018,5023544,שטראוס קפה בי וי,4959504 ,שטראוס קפה בי וי,"תעשית המזון, הפארמה והקוסמטיקה",1042-4400433667,נוזל לניקוי,Multi purpose,,,1,390,ILS,1103,0,0,0,390,26/02/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,536
RGN-6814-750ML,FIN.11/011113,חשבונית מס כולל מלאי,18/01/2018,5041839,פי.סי ניקיון מושלם,,פי.סי ניקיון מושלם,סוחר,14/01/2018,נוזל לניקוי,Multi purpose,,,12,13,ILS,49,0,0,0,156,14/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,798
GLG-6818-20100000-5L,FIN.11/019111,חשבונית מס כולל מלאי,09/10/2018,1000000,אופיר ראובן,,לקוחות שונים,שונות,09.10.18,נוזל לניקוי,Multi purpose,,,2,99,ILS,99,0,56.83,0,85.4766,09/10/2018,"רוטל דבקים וכימיקלים בע""מ",מאיר טל,0,,,557
RGN-6814-750ML,FIN.11/011562,חשבונית מס כולל מלאי,04/02/2018,5041519,"איתן בית השחם בע""מ",4951726,"איתן בית השחם בע""מ",שירותים,01.02.18,נוזל לניקוי,Multi purpose,,,12,17,ILS,49,0,0,0,204,01/02/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,799
RGN-6814-750ML,FIN.11/016948,חשבונית מס כולל מלאי,23/07/2018,5041519,"איתן בית השחם בע""מ",4951726,"איתן בית השחם בע""מ",שירותים,22.07.18,נוזל לניקוי,Multi purpose,,,12,17,ILS,49,0,0,0,204,22/07/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,800
RGN-6814G-750ML,FIN.11/020910,חשבונית מס כולל מלאי,02/12/2018,5041429,ורידיס צ איכות הסביבה אר.,4672521 ,"ורידיס איכות הסביבה אר.די.אפ בע""מ",תעשיה כימית,14620,נוזל לניקוי,Multi purpose,,,12,18,ILS,21,0,0,0,216,19/11/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,801
RGN-764-L1-5L,FIN.11/016159,חשבונית מס כולל מלאי,26/06/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5877,נוזל לניקוי,perfumed,,1912444,8,30.42,ILS,0,0,0,0,243.36,21/06/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,871
RGN-764-L1-5L,FIN.12/005519,חשבונית זיכוי,26/06/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5877,נוזל לניקוי,perfumed,,1912444,3,30.42,ILS,0,0,0,0,-91.26,21/06/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,875
RGN-764-L1-5L,FIN.11/016196,חשבונית מס כולל מלאי,28/06/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5877,נוזל לניקוי,perfumed,,1912444,3,30.42,ILS,0,0,0,0,91.26,21/06/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,872
RGN-764-L1-5L,FIN.11/017455,חשבונית מס כולל מלאי,08/08/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5944,נוזל לניקוי,perfumed,,1912444,4,30.42,ILS,0,0,0,0,121.68,02/08/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,873
RGN-764-L1-5L,FIN.11/017663,חשבונית מס כולל מלאי,14/08/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5976,נוזל לניקוי,perfumed,,zz122,15,30.42,ILS,0,0,0,0,456.3,12/08/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,874
RGN-764-L1-750ML,FIN.11/016159,חשבונית מס כולל מלאי,26/06/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5877,נוזל לניקוי,perfumed,,zz104,36,7.84,ILS,0,0,0,0,282.24,21/06/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,876
RGN-764-L1-750ML,FIN.11/017663,חשבונית מס כולל מלאי,14/08/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5976,נוזל לניקוי,perfumed,,zz104,50,7.84,ILS,0,0,0,0,392,12/08/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,877
RGN-6327-M2-400ML,FIN.11/020134,חשבונית מס כולל מלאי,08/11/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,6080,נוזל לניקוי,refreshing fragrance,,zz111,204,6.04,ILS,0,0,0,0,1232.16,31/10/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,791
GLG-6020-42300002-750ML,FIN.11/016196,חשבונית מס כולל מלאי,28/06/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5877,נוזל לניקוי,refreshing fragrance,,zz120- ללא מתז,36,14.08,ILS,0,0,0,0,506.88,21/06/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,501
RGN-6816-5L,FIN.11/011164,חשבונית מס כולל מלאי,21/01/2018,5041840,מפתח צול,4336003,מפתח צול,סוחר,15/01/2018,נוזל לניקוי,Dishwasher,,,4,55,ILS,106,0,0,0,220,15/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,812
RGN-777-1L,FIN.11/011967,חשבונית מס כולל מלאי,15/02/2018,5040167,ג'י.אי  מדיקל סיסטמס,3508510 ,ג'י.אי  מדיקל סיסטמס,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",600044673,נוזל לניקוי,Industry,,403856,15,43,ILS,20,0,0,0,645,13/02/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,879
RGN-777-1L,FIN.11/012113,חשבונית מס כולל מלאי,20/02/2018,5040167,ג'י.אי  מדיקל סיסטמס,3508510 ,ג'י.אי  מדיקל סיסטמס,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",600044673,נוזל לניקוי,Industry,,403856,15,43,ILS,20,0,0,0,645,20/02/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,880
RGN-777-1L,FIN.11/014020,חשבונית מס כולל מלאי,24/04/2018,5040167,ג'י.אי  מדיקל סיסטמס,3508510 ,ג'י.אי  מדיקל סיסטמס,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",600044846,נוזל לניקוי,Industry,,403856,10,43,ILS,20,0,0,0,430,22/04/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,882
RGN-777-1L,FIN.11/015821,חשבונית מס כולל מלאי,18/06/2018,5040167,ג'י.אי  מדיקל סיסטמס,3508510 ,ג'י.אי  מדיקל סיסטמס,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",600044982,נוזל לניקוי,Industry,,403856,10,43,ILS,20,0,0,0,430,10/06/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,885
RGN-777-1L,FIN.11/016946,חשבונית מס כולל מלאי,23/07/2018,5040167,ג'י.אי  מדיקל סיסטמס,3508510 ,ג'י.אי  מדיקל סיסטמס,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",600045100,נוזל לניקוי,Industry,,403856,10,43,ILS,20,0,0,0,430,18/07/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,886
RGN-777-1L,FIN.11/019096,חשבונית מס כולל מלאי,09/10/2018,5040167,ג'י.אי  מדיקל סיסטמס,3508510 ,ג'י.אי  מדיקל סיסטמס,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",600045284,נוזל לניקוי,Industry,,403856,10,43,ILS,20,0,0,0,430,03/10/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,887
RGN-777-1L,FIN.11/019464,חשבונית מס כולל מלאי,18/10/2018,5025630,"מכנו - דין בע""מ",,"מכנו - דין בע""מ","יצרן ציוד מדויק,אלקטרוניקה,רפואי",183909,נוזל לניקוי,Industry,,,5,35,ILS,20,0,0,0,175,16/10/2018,"רוטל דבקים וכימיקלים בע""מ",דוריס,0,,,888
RGN-777-1L,FIN.11/019870,חשבונית מס כולל מלאי,01/11/2018,5040167,ג'י.אי  מדיקל סיסטמס,3508510 ,ג'י.אי  מדיקל סיסטמס,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",600045337,נוזל לניקוי,Industry,,403856,10,43,ILS,20,0,0,0,430,21/10/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,889
RGN-777-1L,FIN.11/011116,חשבונית מס כולל מלאי,18/01/2018,5041591,"אדנטק בע""מ",,"אדנטק בע""מ",סוחר,7312,נוזל לניקוי,Industry,,,10,16,ILS,20,0,0,0,160,17/01/2018,"רוטל דבקים וכימיקלים בע""מ",נרי רביד,0,,,878
RGN-777-750ML,FIN.11/012764,חשבונית מס כולל מלאי,12/03/2018,5041437,"א.תבור סחר בע""מ",3295151 ,"א.תבור סחר בע""מ",סוחר,28.02.18,נוזל לניקוי,Industry,,,24,10,ILS,20,0,0,0,240,28/02/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,890
RGN-777-1L,FIN.11/014690,חשבונית מס כולל מלאי,15/05/2018,5041591,"אדנטק בע""מ",,"אדנטק בע""מ",סוחר,7669,נוזל לניקוי,Industry,,,20,16,ILS,20,0,0,0,320,29/03/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,883
RGN-777-1L,FIN.11/014771,חשבונית מס כולל מלאי,16/05/2018,5041591,"אדנטק בע""מ",,"אדנטק בע""מ",סוחר,7817,נוזל לניקוי,Industry,,,10,16,ILS,20,0,0,0,160,30/04/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,884
RGN-777-750ML,FIN.11/017294,חשבונית מס כולל מלאי,05/08/2018,5041437,"א.תבור סחר בע""מ",3295151 ,"א.תבור סחר בע""מ",סוחר,02.08.18,נוזל לניקוי,Industry,,,48,10,ILS,20,0,0,0,480,02/08/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,891
RGN-777-750ML,FIN.11/018627,חשבונית מס כולל מלאי,17/09/2018,5042056,חסון שיווק חומרי ניקוי ומ,,חסון שיווק חומרי ניקוי ומ,סוחר,17/09/2018,נוזל לניקוי,Industry,,,12,26,ILS,20,0,0,0,312,17/09/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,893
